gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,monthlycharges,totalcharges,churn,internetservice_Fiber optic,internetservice_No,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,tenure_years,has_internet,num_addon_services,charge_tenure_interaction,high_charge_flag,contract_term,auto_pay,echeck_flag,fiber_flag,clv_simple,monthlycharges_z,totalcharges_z,charge_tenure_interaction_z,contract_type_One Year,contract_type_Two Year,internet_type_Fiber optic,internet_type_No Internet,payment_method_Electronic Check,payment_method_Mailed Check,payment_method_Other/Bank Auto,tenure_group_7-12,tenure_group_13-24,tenure_group_25-48,tenure_group_49+
0,0,0,0,31,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,94.5,2979.2,0,1,0,0,0,0,1,0,2.6,1,3.0,2929.5,1,1,0,1,1,2929.5,0.988,0.308,0.287,False,False,True,False,True,False,False,False,False,True,False
0,0,1,1,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.65,654.85,0,0,1,0,0,0,0,1,2.4,0,0.0,598.8499999999999,0,1,0,0,0,598.85,-1.466,-0.718,-0.742,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,36,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,106.05,3834.4,0,1,0,0,1,1,0,0,3.0,1,6.0,3817.7999999999997,1,24,1,0,1,3817.8,1.372,0.685,0.679,False,True,True,False,False,False,False,False,False,True,False
1,0,1,0,16,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,100.0,1534.75,1,1,0,0,0,0,1,0,1.3,1,4.0,1600.0,1,1,0,1,1,1600.0,1.171,-0.33,-0.3,False,False,True,False,True,False,False,False,True,False,False
0,0,1,0,42,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,108.3,4586.15,0,1,0,1,0,0,1,0,3.5,1,5.0,4548.599999999999,1,12,0,1,1,4548.6,1.447,1.017,1.002,True,False,True,False,True,False,False,False,False,True,False
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.55,20.55,1,0,1,0,0,0,1,0,0.1,0,0.0,20.55,0,1,0,1,0,20.55,-1.469,-0.998,-0.997,False,False,False,True,True,False,False,False,False,False,False
1,0,0,0,60,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,99.65,5941.05,0,1,0,0,1,0,1,0,5.0,1,4.0,5979.0,1,24,0,1,1,5979.0,1.159,1.615,1.633,False,True,True,False,True,False,False,False,False,False,True
0,0,0,0,5,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,85.3,424.15,1,1,0,0,0,0,1,0,0.4,1,3.0,426.5,0,1,0,1,1,426.5,0.683,-0.82,-0.818,False,False,True,False,True,False,False,False,False,False,False
0,0,1,0,22,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,95.9,2234.95,0,1,0,0,0,1,0,0,1.8,1,4.0,2109.8,1,1,1,0,1,2109.8,1.035,-0.021,-0.075,False,False,True,False,False,False,False,False,True,False,False
0,0,1,0,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,666.75,0,0,1,1,0,0,0,1,3.0,0,0.0,720.0,0,12,0,0,0,720.0,-1.488,-0.713,-0.689,True,False,False,True,False,True,False,False,False,True,False
1,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.4,281.0,1,1,0,0,0,0,1,0,0.3,1,0.0,281.6,0,1,0,1,1,281.6,0.187,-0.883,-0.882,False,False,True,False,True,False,False,False,False,False,False
0,0,0,0,9,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,64.95,547.8,0,0,0,0,0,0,0,1,0.8,1,3.0,584.5500000000001,0,1,0,0,0,584.55,0.006,-0.766,-0.748,False,False,False,False,False,True,False,True,False,False,False
0,0,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,74.6,74.6,0,1,0,0,0,1,0,0,0.1,1,1.0,74.6,0,1,1,0,1,74.6,0.327,-0.974,-0.974,False,False,True,False,False,False,False,False,False,False,False
0,0,1,1,12,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,49.2,571.15,0,0,0,0,0,0,1,0,1.0,1,1.0,590.4000000000001,0,1,0,1,0,590.4,-0.517,-0.755,-0.746,False,False,False,False,True,False,False,True,False,False,False
1,0,0,0,23,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,73.75,1756.6,0,0,0,1,0,0,0,1,1.9,1,4.0,1696.25,0,12,0,0,0,1696.25,0.299,-0.232,-0.258,True,False,False,False,False,True,False,False,True,False,False
0,0,0,0,62,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,92.3,5731.45,0,1,0,1,0,0,0,0,5.2,1,4.0,5722.599999999999,1,12,0,0,1,5722.6,0.915,1.523,1.52,True,False,True,False,False,False,True,False,False,False,True
0,0,0,0,37,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,98.8,3475.55,1,1,0,0,0,0,0,0,3.1,1,4.0,3655.6,1,1,0,0,1,3655.6,1.131,0.527,0.608,False,False,True,False,False,False,True,False,False,True,False
1,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.2,156.85,0,0,1,0,0,0,0,1,0.7,0,0.0,153.6,0,1,0,0,0,153.6,-1.514,-0.938,-0.939,False,False,False,True,False,True,False,True,False,False,False
0,0,1,0,31,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,88.65,2683.2,0,1,0,0,0,1,0,0,2.6,1,3.0,2748.15,0,1,1,0,1,2748.15,0.794,0.177,0.207,False,False,True,False,False,False,False,False,False,True,False
0,0,1,1,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.4,896.75,1,1,0,0,0,1,0,0,1.1,1,1.0,967.2,0,1,1,0,1,967.2,0.32,-0.611,-0.579,False,False,True,False,False,False,False,False,True,False,False
1,0,0,0,24,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,98.75,2407.3,1,1,0,0,0,0,1,0,2.0,1,4.0,2370.0,1,1,0,1,1,2370.0,1.13,0.055,0.04,False,False,True,False,True,False,False,False,True,False,False
0,0,1,1,45,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,95.95,4456.65,0,1,0,0,0,0,0,0,3.8,1,4.0,4317.75,1,1,0,0,1,4317.75,1.036,0.96,0.9,False,False,True,False,False,False,True,False,False,True,False
1,1,1,0,69,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,105.4,6998.95,0,1,0,0,1,1,0,0,5.8,1,5.0,7272.6,1,24,1,0,1,7272.6,1.351,2.082,2.205,False,True,True,False,False,False,False,False,False,False,True
0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.25,36.8,0,0,1,0,0,0,0,1,0.2,0,0.0,40.5,0,1,0,0,0,40.5,-1.479,-0.991,-0.989,False,False,False,True,False,True,False,False,False,False,False
0,0,1,1,61,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,106.0,6547.7,1,1,0,1,0,0,1,0,5.1,1,5.0,6466.0,1,12,0,1,1,6466.0,1.37,1.883,1.849,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,41,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,104.7,4346.4,1,1,0,0,0,0,1,0,3.4,1,5.0,4292.7,1,1,0,1,1,4292.7,1.327,0.911,0.889,False,False,True,False,True,False,False,False,False,True,False
1,0,0,0,44,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,49.05,2265.0,0,0,0,1,0,0,1,0,3.7,1,3.0,2158.2,0,12,0,1,0,2158.2,-0.522,-0.007,-0.054,True,False,False,False,True,False,False,False,False,True,False
0,0,0,0,39,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,35.55,1309.15,0,0,0,1,0,0,0,1,3.2,1,2.0,1386.4499999999998,0,12,0,0,0,1386.45,-0.971,-0.429,-0.394,True,False,False,False,False,True,False,False,False,True,False
0,0,1,1,72,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,65.1,4754.3,0,0,0,0,1,1,0,0,6.0,1,6.0,4687.2,0,24,1,0,0,4687.2,0.011,1.091,1.063,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,13,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,96.85,1235.55,0,1,0,0,0,0,1,0,1.1,1,3.0,1259.05,1,1,0,1,1,1259.05,1.066,-0.462,-0.451,False,False,True,False,True,False,False,False,True,False,False
1,0,1,1,51,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,69.75,3562.5,0,0,0,1,0,1,0,0,4.2,1,4.0,3557.25,0,12,1,0,0,3557.25,0.166,0.565,0.564,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0,71,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,99.2,7213.75,0,1,0,0,1,0,1,0,5.9,1,4.0,7043.2,1,24,0,1,1,7043.2,1.145,2.177,2.103,False,True,True,False,True,False,False,False,False,False,True
0,1,0,0,22,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,96.7,2082.95,1,1,0,0,0,0,1,0,1.8,1,3.0,2127.4,1,1,0,1,1,2127.4,1.061,-0.088,-0.067,False,False,True,False,True,False,False,False,True,False,False
1,0,0,0,2,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,55.05,102.75,1,0,0,0,0,1,0,0,0.2,1,2.0,110.1,0,1,1,0,0,110.1,-0.323,-0.962,-0.958,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,56,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,106.8,5914.4,0,1,0,1,0,0,1,0,4.7,1,5.0,5980.8,1,12,0,1,1,5980.8,1.397,1.604,1.634,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,51.25,51.25,0,0,0,0,0,0,0,1,0.1,1,1.0,51.25,0,1,0,0,0,51.25,-0.449,-0.985,-0.984,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,23,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,57.75,1282.85,0,0,0,1,0,0,0,1,1.9,1,3.0,1328.25,0,12,0,0,0,1328.25,-0.233,-0.441,-0.42,True,False,False,False,False,True,False,False,True,False,False
1,1,1,0,66,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,70.85,4738.85,0,0,0,1,0,0,0,0,5.5,1,4.0,4676.099999999999,0,12,0,0,0,4676.1,0.202,1.085,1.058,True,False,False,False,False,False,True,False,False,False,True
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.55,19.55,0,0,1,0,0,0,0,1,0.1,0,0.0,19.55,0,1,0,0,0,19.55,-1.503,-0.999,-0.998,False,False,False,True,False,True,False,False,False,False,False
0,1,0,0,19,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,88.2,1775.8,1,1,0,0,0,0,1,0,1.6,1,3.0,1675.8,0,1,0,1,1,1675.8,0.779,-0.223,-0.267,False,False,True,False,True,False,False,False,True,False,False
0,0,0,0,11,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,79.5,795.65,0,1,0,0,0,0,0,0,0.9,1,2.0,874.5,0,1,0,0,1,874.5,0.49,-0.656,-0.62,False,False,True,False,False,False,True,True,False,False,False
1,0,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.75,145.0,1,0,1,1,0,0,0,1,0.7,0,0.0,158.0,0,12,0,0,0,158.0,-1.496,-0.943,-0.937,True,False,False,True,False,True,False,True,False,False,False
1,0,1,1,52,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,98.15,4993.4,0,1,0,0,0,0,0,0,4.3,1,5.0,5103.8,1,1,0,0,1,5103.8,1.11,1.197,1.247,False,False,True,False,False,False,True,False,False,False,True
0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.25,61.45,0,0,1,0,0,0,1,0,0.2,0,0.0,60.75,0,1,0,1,0,60.75,-1.479,-0.98,-0.98,False,False,False,True,True,False,False,False,False,False,False
1,0,1,1,51,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,79.15,4018.55,0,1,0,0,0,0,0,0,4.2,1,2.0,4036.65,0,1,0,0,1,4036.65,0.478,0.767,0.776,False,False,True,False,False,False,True,False,False,False,True
0,1,0,0,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75.65,1146.65,1,1,0,0,0,0,1,0,1.2,1,1.0,1134.75,0,1,0,1,1,1134.75,0.362,-0.501,-0.506,False,False,True,False,True,False,False,False,True,False,False
0,1,1,0,64,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,94.25,6081.4,0,1,0,0,0,0,1,0,5.3,1,4.0,6032.0,1,1,0,1,1,6032.0,0.98,1.677,1.657,False,False,True,False,True,False,False,False,False,False,True
1,0,0,0,37,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,40.2,1478.85,0,0,0,0,0,1,0,0,3.1,1,2.0,1487.4,0,1,1,0,0,1487.4,-0.816,-0.355,-0.35,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.95,243.65,0,0,1,0,1,0,0,1,1.1,0,0.0,259.34999999999997,0,24,0,0,0,259.35,-1.489,-0.9,-0.892,False,True,False,True,False,True,False,False,True,False,False
0,0,1,0,49,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,55.35,2633.95,0,0,0,1,0,0,1,0,4.1,1,2.0,2712.15,0,12,0,1,0,2712.15,-0.313,0.155,0.191,True,False,False,False,True,False,False,False,False,False,True
1,1,0,0,45,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,102.15,4735.35,0,1,0,1,0,0,0,0,3.8,1,4.0,4596.75,1,12,0,0,1,4596.75,1.243,1.083,1.023,True,False,True,False,False,False,True,False,False,True,False
1,0,0,0,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,71.1,1247.75,0,1,0,0,0,0,1,0,1.5,1,0.0,1279.8,0,1,0,1,1,1279.8,0.211,-0.457,-0.441,False,False,True,False,True,False,False,False,True,False,False
0,1,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.7,74.7,1,1,0,0,0,0,1,0,0.1,1,1.0,74.7,0,1,0,1,1,74.7,0.33,-0.974,-0.974,False,False,True,False,True,False,False,False,False,False,False
0,0,1,0,68,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,54.1,3794.5,0,0,0,0,1,0,0,0,5.7,1,4.0,3678.8,0,24,0,0,0,3678.8,-0.354,0.668,0.618,False,True,False,False,False,False,True,False,False,False,True
0,0,0,0,54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.65,1008.7,0,0,1,0,1,1,0,0,4.5,0,0.0,1061.1,0,24,1,0,0,1061.1,-1.499,-0.562,-0.538,False,True,False,True,False,False,False,False,False,False,True
1,1,1,1,23,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,88.45,2130.55,0,1,0,0,0,0,0,0,1.9,1,3.0,2034.3500000000001,0,1,0,0,1,2034.35,0.787,-0.067,-0.108,False,False,True,False,False,False,True,False,True,False,False
0,0,0,0,17,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,76.65,1313.55,1,1,0,0,0,0,1,0,1.4,1,1.0,1303.0500000000002,0,1,0,1,1,1303.05,0.395,-0.427,-0.431,False,False,True,False,True,False,False,False,True,False,False
0,0,1,0,71,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,80.4,5727.15,0,0,0,0,1,1,0,0,5.9,1,6.0,5708.400000000001,0,24,1,0,0,5708.4,0.52,1.521,1.514,False,True,False,False,False,False,False,False,False,False,True
1,0,1,1,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.25,1372.9,0,0,1,0,1,0,0,0,5.6,0,0.0,1289.75,0,24,0,0,0,1289.75,-1.513,-0.401,-0.437,False,True,False,True,False,False,True,False,False,False,True
1,0,1,1,14,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,84.8,1203.9,0,1,0,0,0,0,1,0,1.2,1,2.0,1187.2,0,1,0,1,1,1187.2,0.666,-0.476,-0.482,False,False,True,False,True,False,False,False,True,False,False
1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.8,25.8,1,0,0,0,0,0,0,1,0.1,1,0.0,25.8,0,1,0,0,0,25.8,-1.295,-0.996,-0.995,False,False,False,False,False,True,False,False,False,False,False
1,0,0,1,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.5,1215.1,0,0,1,0,1,1,0,0,5.2,0,0.0,1228.5,0,24,1,0,0,1228.5,-1.504,-0.471,-0.464,False,True,False,True,False,False,False,False,False,False,True
1,0,0,0,41,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,68.6,2877.05,0,0,0,1,0,0,1,0,3.4,1,4.0,2812.6,0,12,0,1,0,2812.6,0.128,0.263,0.235,True,False,False,False,True,False,False,False,False,True,False
1,0,1,0,17,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,92.6,1579.7,0,1,0,0,0,0,1,0,1.4,1,3.0,1574.1999999999998,1,1,0,1,1,1574.2,0.925,-0.31,-0.311,False,False,True,False,True,False,False,False,True,False,False
0,0,1,0,56,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,100.55,5514.95,0,1,0,1,0,0,1,0,4.7,1,4.0,5630.8,1,12,0,1,1,5630.8,1.189,1.427,1.48,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.55,96.1,0,0,1,0,0,1,0,0,0.4,0,0.0,102.75,0,1,1,0,0,102.75,-1.469,-0.965,-0.961,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,2,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,42.6,72.4,1,0,0,0,0,0,1,0,0.2,1,3.0,85.2,0,1,0,1,0,85.2,-0.737,-0.975,-0.969,False,False,False,False,True,False,False,False,False,False,False
1,0,1,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.6,55.25,0,0,1,0,0,0,0,1,0.2,0,0.0,58.800000000000004,0,1,0,0,0,58.8,-1.501,-0.983,-0.981,False,False,False,True,False,True,False,False,False,False,False
0,0,0,0,37,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,67.45,2443.3,0,0,0,1,0,0,1,0,3.1,1,5.0,2495.65,0,12,0,1,0,2495.65,0.089,0.071,0.095,True,False,False,False,True,False,False,False,False,True,False
1,0,0,0,29,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,68.85,1970.5,1,0,0,0,0,0,0,0,2.4,1,4.0,1996.6499999999999,0,1,0,0,0,1996.65,0.136,-0.137,-0.125,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.55,335.4,0,0,0,0,0,0,0,1,0.7,1,0.0,348.4,0,1,0,0,0,348.4,-0.705,-0.859,-0.853,False,False,False,False,False,True,False,True,False,False,False
1,0,0,0,63,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,109.85,7002.95,0,1,0,0,0,1,0,0,5.2,1,6.0,6920.549999999999,1,1,1,0,1,6920.55,1.498,2.084,2.049,False,False,True,False,False,False,False,False,False,False,True
1,0,1,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.65,158.95,0,0,1,0,0,0,0,1,0.6,0,0.0,144.54999999999998,0,1,0,0,0,144.55,-1.466,-0.937,-0.943,False,False,False,True,False,True,False,True,False,False,False
1,0,0,0,3,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,95.4,293.15,0,1,0,0,0,0,1,0,0.2,1,3.0,286.20000000000005,1,1,0,1,1,286.2,1.018,-0.878,-0.88,False,False,True,False,True,False,False,False,False,False,False
0,0,1,1,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.0,1493.75,0,0,1,0,1,0,0,0,6.0,0,0.0,1512.0,0,24,0,0,0,1512.0,-1.454,-0.348,-0.339,False,True,False,True,False,False,True,False,False,False,True
1,0,0,0,19,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,56.2,1093.4,0,0,0,0,0,0,1,0,1.6,1,1.0,1067.8,0,1,0,1,0,1067.8,-0.285,-0.525,-0.535,False,False,False,False,True,False,False,False,True,False,False
1,0,1,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.4,1057.85,0,0,1,0,1,0,0,0,4.9,0,0.0,1085.6,0,24,0,0,0,1085.6,-1.541,-0.54,-0.527,False,True,False,True,False,False,True,False,False,False,True
0,0,1,1,2,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,90.0,190.05,1,1,0,0,0,1,0,0,0.2,1,3.0,180.0,1,1,1,0,1,180.0,0.839,-0.923,-0.927,False,False,True,False,False,False,False,False,False,False,False
1,0,1,1,35,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.75,882.55,0,0,1,0,0,0,1,0,2.9,0,1.0,901.25,0,1,0,1,0,901.25,-1.296,-0.618,-0.609,False,False,False,True,True,False,False,False,False,True,False
0,0,0,0,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.6,300.4,0,0,1,0,0,1,0,0,1.2,0,0.0,274.40000000000003,0,1,1,0,0,274.4,-1.501,-0.875,-0.885,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,75.35,1025.95,1,1,0,0,0,0,1,0,1.2,1,1.0,1054.8999999999999,0,1,0,1,1,1054.9,0.352,-0.554,-0.541,False,False,True,False,True,False,False,False,True,False,False
1,0,1,1,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.8,1436.95,0,0,1,0,1,1,0,0,5.8,0,0.0,1366.2,0,24,1,0,0,1366.2,-1.494,-0.373,-0.403,False,True,False,True,False,False,False,False,False,False,True
0,1,1,0,7,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,64.2,475.0,0,0,0,0,0,0,1,0,0.6,1,4.0,449.40000000000003,0,1,0,1,0,449.4,-0.019,-0.798,-0.808,False,False,False,False,True,False,False,True,False,False,False
0,0,1,1,69,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,75.75,5388.15,0,0,0,0,1,0,0,0,5.8,1,5.0,5226.75,0,24,0,0,0,5226.75,0.365,1.371,1.301,False,True,False,False,False,False,True,False,False,False,True
1,0,1,1,72,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,78.95,5730.15,0,0,0,0,1,0,1,0,6.0,1,5.0,5684.400000000001,0,24,0,1,0,5684.4,0.472,1.522,1.503,False,True,False,False,True,False,False,False,False,False,True
0,0,0,0,8,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,100.85,819.55,1,1,0,0,0,0,1,0,0.7,1,4.0,806.8,1,1,0,1,1,806.8,1.199,-0.646,-0.65,False,False,True,False,True,False,False,True,False,False,False
1,0,1,1,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,50.3,217.1,0,0,0,0,0,0,1,0,0.3,1,1.0,201.2,0,1,0,1,0,201.2,-0.481,-0.912,-0.918,False,False,False,False,True,False,False,False,False,False,False
0,0,1,1,63,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,80.3,4896.35,0,1,0,0,0,1,0,0,5.2,1,2.0,5058.9,0,1,1,0,1,5058.9,0.516,1.154,1.227,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.85,1434.1,0,0,1,0,1,0,0,0,6.0,0,0.0,1429.2,0,24,0,0,0,1429.2,-1.493,-0.374,-0.375,False,True,False,True,False,False,True,False,False,False,True
1,0,0,0,46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21.1,937.1,0,0,1,0,1,0,1,0,3.8,0,0.0,970.6,0,24,0,1,0,970.6,-1.451,-0.594,-0.578,False,True,False,True,True,False,False,False,False,True,False
1,0,1,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69.95,330.15,1,1,0,0,0,0,1,0,0.4,1,0.0,349.75,0,1,0,1,1,349.75,0.172,-0.862,-0.852,False,False,True,False,True,False,False,False,False,False,False
0,0,1,0,30,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,50.0,1474.9,0,0,0,0,0,0,0,1,2.5,1,1.0,1500.0,0,1,0,0,0,1500.0,-0.491,-0.356,-0.344,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,63,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,104.75,6536.5,0,1,0,0,1,0,0,0,5.2,1,5.0,6599.25,1,24,0,0,1,6599.25,1.329,1.878,1.907,False,True,True,False,False,False,True,False,False,False,True
1,0,0,0,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.85,1128.1,0,0,1,0,1,0,0,0,5.0,0,0.0,1191.0,0,24,0,0,0,1191.0,-1.493,-0.509,-0.481,False,True,False,True,False,False,True,False,False,False,True
1,0,1,0,63,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,107.5,6873.75,1,1,0,1,0,0,1,0,5.2,1,5.0,6772.5,1,12,0,1,1,6772.5,1.42,2.027,1.984,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,25,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,85.9,2199.05,0,1,0,0,0,0,1,0,2.1,1,2.0,2147.5,0,1,0,1,1,2147.5,0.703,-0.037,-0.058,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45.85,45.85,1,0,0,0,0,0,0,1,0.1,1,0.0,45.85,0,1,0,0,0,45.85,-0.629,-0.987,-0.986,False,False,False,False,False,True,False,False,False,False,False
0,1,1,0,6,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,80.8,457.1,0,1,0,0,0,0,1,0,0.5,1,2.0,484.79999999999995,0,1,0,1,1,484.8,0.533,-0.806,-0.792,False,False,True,False,True,False,False,False,False,False,False
0,0,0,0,22,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.25,566.5,0,0,1,0,1,0,0,1,1.8,0,1.0,555.5,0,24,0,0,0,555.5,-1.313,-0.757,-0.761,False,True,False,True,False,True,False,False,True,False,False
1,0,1,1,31,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,80.55,2471.6,0,0,0,0,1,0,0,0,2.6,1,5.0,2497.0499999999997,0,24,0,0,0,2497.05,0.525,0.084,0.096,False,True,False,False,False,False,True,False,False,True,False
1,0,1,1,39,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,81.5,3107.3,0,1,0,0,0,0,0,0,3.2,1,2.0,3178.5,0,1,0,0,1,3178.5,0.556,0.364,0.397,False,False,True,False,False,False,True,False,False,True,False
0,0,0,0,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.9,518.3,0,0,1,0,0,0,0,1,2.2,0,0.0,543.4,0,1,0,0,0,543.4,-1.458,-0.779,-0.767,False,False,False,True,False,True,False,False,False,True,False
