gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,monthlycharges,totalcharges,churn,internetservice_Fiber optic,internetservice_No,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,tenure_years,has_internet,num_addon_services,charge_tenure_interaction,high_charge_flag,contract_term,auto_pay,echeck_flag,fiber_flag,clv_simple,monthlycharges_z,totalcharges_z,charge_tenure_interaction_z,contract_type_One Year,contract_type_Two Year,internet_type_Fiber optic,internet_type_No Internet,payment_method_Electronic Check,payment_method_Mailed Check,payment_method_Other/Bank Auto,tenure_group_7-12,tenure_group_13-24,tenure_group_25-48,tenure_group_49+,pred_churn_prob,pred_churn_label,,customerID
1,0,1,1,4,1,0,1,0,0,0,0,0,0,50.3,217.1,0,0,0,0,0,0,1,0,0.3,1,1,201.2,0,1,0,1,0,201.2,-0.481,-0.912,-0.918,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.16731483,0,,5071-FBJFS
0,0,1,1,63,1,0,0,1,1,0,0,0,1,80.3,4896.35,0,1,0,0,0,1,0,0,5.2,1,2,5058.9,0,1,1,0,1,5058.9,0.516,1.154,1.227,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.07534108,0,,2796-UUZZO
0,0,0,0,72,1,0,0,0,0,0,0,0,0,19.85,1434.1,0,0,1,0,1,0,0,0,6,0,0,1429.2,0,24,0,0,0,1429.2,-1.493,-0.374,-0.375,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.022708189,0,,2429-AYKKO
1,0,0,0,46,1,0,0,0,0,0,0,0,1,21.1,937.1,0,0,1,0,1,0,1,0,3.8,0,0,970.6,0,24,0,1,0,970.6,-1.451,-0.594,-0.578,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.043713856,0,,9798-OPFEM
1,0,1,0,5,1,0,0,0,0,0,0,0,0,69.95,330.15,1,1,0,0,0,0,1,0,0.4,1,0,349.75,0,1,0,1,1,349.75,0.172,-0.862,-0.852,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3119997,0,,0330-IVZHA
0,0,1,0,30,1,0,0,0,1,0,0,0,1,50,1474.9,0,0,0,0,0,0,0,1,2.5,1,1,1500,0,1,0,0,0,1500,-0.491,-0.356,-0.344,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.15420346,0,,3794-NFNCH
0,0,0,0,63,1,1,0,1,1,0,1,1,1,104.75,6536.5,0,1,0,0,1,0,0,0,5.2,1,5,6599.25,1,24,0,0,1,6599.25,1.329,1.878,1.907,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.4732073,0,,5193-QLVZB
1,0,0,0,60,1,0,0,0,0,0,0,0,0,19.85,1128.1,0,0,1,0,1,0,0,0,5,0,0,1191,0,24,0,0,0,1191,-1.493,-0.509,-0.481,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.026378782,0,,7114-AEOZE
1,0,1,0,63,1,1,0,1,1,0,1,1,1,107.5,6873.75,1,1,0,1,0,0,1,0,5.2,1,5,6772.5,1,12,0,1,1,6772.5,1.42,2.027,1.984,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.70502925,1,,2886-KEFUM
0,0,1,1,25,1,0,0,0,0,1,1,0,0,85.9,2199.05,0,1,0,0,0,0,1,0,2.1,1,2,2147.5,0,1,0,1,1,2147.5,0.703,-0.037,-0.058,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.22170623,0,,5522-NYKPB
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.85,45.85,1,0,0,0,0,0,0,1,0.1,1,0,45.85,0,1,0,0,0,45.85,-0.629,-0.987,-0.986,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.19052987,0,,4237-RLAQD
0,1,1,0,6,1,1,0,0,1,0,0,0,1,80.8,457.1,0,1,0,0,0,0,1,0,0.5,1,2,484.8,0,1,0,1,1,484.8,0.533,-0.806,-0.792,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.55188537,1,,9957-YODKZ
0,0,0,0,22,1,1,0,0,0,0,0,0,0,25.25,566.5,0,0,1,0,1,0,0,1,1.8,0,1,555.5,0,24,0,0,0,555.5,-1.313,-0.757,-0.761,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.05057773,0,,6518-KZXCB
1,0,1,1,31,1,1,0,1,0,1,1,1,0,80.55,2471.6,0,0,0,0,1,0,0,0,2.6,1,5,2497.05,0,24,0,0,0,2497.05,0.525,0.084,0.096,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.0656883,0,,2245-ADZFJ
1,0,1,1,39,1,0,0,0,1,1,0,0,1,81.5,3107.3,0,1,0,0,0,0,0,0,3.2,1,2,3178.5,0,1,0,0,1,3178.5,0.556,0.364,0.397,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.14016984,0,,7776-QGYJC
0,0,0,0,26,1,0,0,0,0,0,0,0,0,20.9,518.3,0,0,1,0,0,0,0,1,2.2,0,0,543.4,0,1,0,0,0,543.4,-1.458,-0.779,-0.767,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.055221796,0,,9313-QOLTZ
1,0,1,0,53,1,0,1,1,1,0,1,1,1,106.1,5769.75,1,1,0,1,0,0,0,0,4.4,1,5,5623.3,1,12,0,0,1,5623.3,1.374,1.54,1.476,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.23520097,0,,9651-GTSAQ
1,0,0,0,1,1,0,0,1,0,1,1,0,0,91.7,91.7,1,1,0,0,0,0,1,0,0.1,1,3,91.7,1,1,0,1,1,91.7,0.895,-0.967,-0.966,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.26717332,0,,3186-BAXNB
0,0,0,0,12,1,1,1,1,0,1,0,0,1,67.25,832.3,0,0,0,0,0,0,1,0,1,1,4,807,0,1,0,1,0,807,0.083,-0.64,-0.65,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.14837246,0,,4672-FOTSD
1,0,0,0,16,1,1,0,1,1,0,0,1,1,95.6,1555.65,1,1,0,0,0,1,0,0,1.3,1,4,1529.6,1,1,1,0,1,1529.6,1.025,-0.321,-0.331,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.22054298,0,,0637-YLETY
1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,45.3,0,0,1,0,0,0,0,1,0.2,0,0,40.7,0,1,0,0,0,40.7,-1.476,-0.987,-0.989,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.059067443,0,,9818-XQCUV
0,0,0,1,39,0,0,1,0,0,1,1,0,0,45.05,1790.6,0,0,0,1,0,0,0,0,3.2,1,3,1756.95,0,12,0,0,0,1756.95,-0.655,-0.217,-0.231,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.097100824,0,,7338-ERIVA
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.95,74.95,1,1,0,0,0,0,1,0,0.1,1,1,74.95,0,1,0,1,1,74.95,0.339,-0.974,-0.973,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.47682446,0,,1157-BQCUW
1,0,1,1,7,0,0,1,0,0,1,0,0,0,34.65,246.6,0,0,0,0,0,0,0,1,0.6,1,2,242.55,0,1,0,0,0,242.55,-1.001,-0.898,-0.899,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.08366627,0,,8259-NFJTV
0,1,0,0,4,1,0,0,0,0,0,0,0,0,69.35,261.65,0,1,0,0,0,0,1,0,0.3,1,0,277.4,0,1,0,1,1,277.4,0.152,-0.892,-0.884,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.37206802,0,,3223-DWFIO
0,1,0,0,10,1,1,0,0,0,0,1,1,1,95.35,898.35,1,1,0,0,0,0,1,0,0.8,1,3,953.5,1,1,0,1,1,953.5,1.017,-0.611,-0.586,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.5013936,1,,2660-EMUBI
1,0,0,0,55,1,0,0,1,1,0,0,0,1,81.55,4509.5,0,1,0,0,0,0,1,0,4.6,1,2,4485.25,0,1,0,1,1,4485.25,0.558,0.983,0.974,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.25987878,0,,6968-GMKPR
0,0,1,1,72,1,0,0,1,1,0,1,1,1,75.4,5480.25,0,0,0,0,1,0,0,0,6,1,4,5428.8,0,24,0,0,0,5428.8,0.354,1.412,1.391,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.14682133,0,,4751-ERMAN
1,0,1,0,10,1,0,0,0,1,0,1,1,1,67.8,653.15,0,0,0,0,0,1,0,0,0.8,1,3,678,0,1,1,0,0,678,0.101,-0.719,-0.707,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0749246,0,,1436-ZMJAN
0,1,0,0,11,1,1,0,1,1,1,1,1,1,111.4,1183.05,0,1,0,0,0,0,1,0,0.9,1,6,1225.4,1,1,0,1,1,1225.4,1.55,-0.485,-0.465,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.290213,0,,3292-PBZEJ
1,0,1,1,15,1,0,0,0,0,0,0,0,0,46.3,639.45,0,0,0,0,0,0,1,0,1.2,1,0,694.5,0,1,0,1,0,694.5,-0.614,-0.725,-0.7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.17905913,0,,0799-DDIHE
1,0,1,1,23,1,0,0,0,0,0,0,0,0,20.4,478.75,0,0,1,0,1,0,0,0,1.9,0,0,469.2,0,24,0,0,0,469.2,-1.474,-0.796,-0.799,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.026158528,0,,3070-FNFZQ
0,0,0,1,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,0,1,0,0,0,0,1,0.1,0,0,20.05,0,1,0,0,0,20.05,-1.486,-0.998,-0.998,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.14793952,0,,2812-SFXMJ
1,1,0,0,3,1,0,0,0,0,0,0,0,0,45,127.1,1,0,0,0,0,0,1,0,0.2,1,0,135,0,1,0,1,0,135,-0.657,-0.951,-0.947,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4074247,0,,7675-OZCZG
0,0,1,1,47,1,0,1,1,1,0,0,1,1,96.1,4391.45,0,1,0,1,0,0,1,0,3.9,1,4,4516.7,1,12,0,1,1,4516.7,1.041,0.931,0.988,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.28128234,0,,5014-WUQMG
1,0,0,1,15,1,0,0,0,0,0,0,0,0,19.65,270.6,0,0,1,1,0,0,0,1,1.2,0,0,294.75,0,12,0,0,0,294.75,-1.499,-0.888,-0.876,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.062201664,0,,5312-TSZVC
0,0,0,0,66,1,0,0,1,1,0,1,1,0,99.5,6710.5,1,1,0,0,0,0,1,0,5.5,1,4,6567,1,1,0,1,1,6567,1.154,1.955,1.893,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5071134,1,,2003-CKLOR
1,1,1,0,68,1,0,0,1,1,1,0,0,1,60.65,3975.9,0,0,0,1,0,0,0,0,5.7,1,3,4124.2,0,12,0,0,0,4124.2,-0.137,0.748,0.814,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.15129532,0,,0993-OSGPT
1,0,1,1,17,1,0,0,0,1,1,1,1,0,98.6,1704.95,1,1,0,1,0,0,0,0,1.4,1,4,1676.2,1,12,0,0,1,1676.2,1.125,-0.255,-0.266,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.098332725,0,,9254-RBFON
1,0,0,0,7,1,0,0,0,0,1,1,0,1,59.5,415.95,1,0,0,0,0,0,0,1,0.6,1,2,416.5,0,1,0,0,0,416.5,-0.175,-0.824,-0.823,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0874572,0,,1205-WNWPJ
0,1,1,0,12,1,0,0,0,0,0,0,1,1,80.45,950.2,1,1,0,0,0,0,1,0,1,1,1,965.4,0,1,0,1,1,965.4,0.521,-0.588,-0.58,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.3505846,0,,9391-EOYLI
1,1,1,0,21,1,1,0,1,1,0,0,1,0,71.7,1497.05,0,0,0,1,0,0,0,0,1.8,1,4,1505.7,0,12,0,0,0,1505.7,0.231,-0.346,-0.342,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.24244899,0,,7108-DGVUU
0,0,0,0,21,0,0,0,1,0,1,0,0,1,36,780.15,0,0,0,0,0,0,0,1,1.8,1,2,756,0,1,0,0,0,756,-0.956,-0.663,-0.673,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.07660123,0,,2782-JEEBU
1,0,1,1,56,1,1,1,0,0,0,1,0,0,65.2,3512.15,0,0,0,1,0,0,0,0,4.7,1,3,3651.2,0,12,0,0,0,3651.2,0.015,0.543,0.606,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.10357176,0,,5127-BZENZ
1,0,1,1,6,1,1,0,0,0,0,0,0,1,48.95,273.25,0,0,0,0,0,1,0,0,0.5,1,1,293.7,0,1,1,0,0,293.7,-0.525,-0.887,-0.877,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.08229319,0,,2720-FVBQP
1,1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,0,0,0,0,1,0,0,0,5.4,1,4,3477.5,0,24,0,0,0,3477.5,-0.374,0.546,0.529,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.17073055,0,,9906-NHHVC
0,0,1,0,42,1,1,1,0,0,1,1,1,0,80.45,3375.9,0,0,0,1,0,1,0,0,3.5,1,5,3378.9,0,12,1,0,0,3378.9,0.521,0.483,0.485,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.062032446,0,,4522-XRWWI
1,0,1,1,68,1,1,1,0,1,1,1,1,1,109.05,7508.55,0,1,0,0,1,0,0,0,5.7,1,6,7415.4,1,24,0,0,1,7415.4,1.472,2.307,2.268,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.61803764,1,,3766-EJLFL
0,0,1,1,48,1,1,0,0,0,0,0,0,0,26.3,1245.05,0,0,1,0,1,0,0,0,4,0,1,1262.4,0,24,0,0,0,1262.4,-1.278,-0.458,-0.449,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.030819977,0,,5939-SXWHM
1,1,0,0,50,1,1,0,1,0,1,1,1,1,106.8,5347.95,0,1,0,1,0,0,1,0,4.2,1,5,5340,1,12,0,1,1,5340,1.397,1.353,1.351,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.4248082,0,,8152-UOBNY
1,1,0,0,7,1,0,0,1,1,0,1,0,1,64.95,493.65,0,0,0,0,0,0,1,0,0.6,1,3,454.65,0,1,0,1,0,454.65,0.006,-0.789,-0.806,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.3456449,0,,7351-KYHQH
1,0,1,1,63,1,0,0,0,0,0,0,0,0,19.35,1263.85,0,0,1,0,1,0,1,0,5.2,0,0,1219.05,0,24,0,1,0,1219.05,-1.509,-0.449,-0.468,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.039959617,0,,7643-RCHXS
0,0,0,0,17,1,0,0,0,0,0,0,0,0,21.1,385.55,0,0,1,0,0,1,0,0,1.4,0,0,358.7,0,1,1,0,0,358.7,-1.451,-0.837,-0.848,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.024668561,0,,8246-SHFGA
1,0,1,1,42,1,0,0,0,0,0,1,0,1,77.95,3384,1,1,0,0,0,1,0,0,3.5,1,1,3273.9,0,1,1,0,1,3273.9,0.438,0.487,0.439,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.090882674,0,,8387-MOJJT
0,0,1,1,4,1,0,0,0,0,0,0,0,0,18.85,84.2,0,0,1,0,0,0,0,1,0.3,0,0,75.4,0,1,0,0,0,75.4,-1.526,-0.97,-0.973,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09235,0,,0620-XEFWH
1,0,0,1,62,1,1,0,0,0,0,0,0,0,26,1638.7,0,0,1,0,1,0,0,0,5.2,0,1,1612,0,24,0,0,0,1612,-1.288,-0.284,-0.295,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.032712437,0,,6485-QXWWE
0,1,0,0,2,1,0,0,1,0,0,0,0,1,74.7,165.4,1,1,0,0,0,0,1,0,0.2,1,1,149.4,0,1,0,1,1,149.4,0.33,-0.934,-0.941,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.37185463,0,,2761-OCIAX
1,0,1,0,2,1,0,0,0,0,0,0,0,1,70.35,120.25,0,1,0,0,0,0,1,0,0.2,1,0,140.7,0,1,0,1,1,140.7,0.186,-0.954,-0.944,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.49583384,0,,7321-VGNKU
0,0,1,0,48,1,1,1,1,1,0,1,0,1,96.9,4473.45,0,1,0,0,1,0,0,0,4,1,5,4651.2,1,24,0,0,1,4651.2,1.068,0.967,1.047,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.13045073,0,,5327-CNLUQ
0,0,1,0,27,1,0,0,0,0,0,0,0,0,19.55,520.55,0,0,1,0,1,0,0,0,2.2,0,0,527.85,0,24,0,0,0,527.85,-1.503,-0.778,-0.773,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.026306892,0,,7552-KEYGT
1,0,1,1,70,1,0,0,1,1,1,1,1,1,80.4,5717.85,0,0,0,0,1,0,0,0,5.8,1,5,5628,0,24,0,0,0,5628,0.52,1.517,1.479,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.08099763,0,,5816-JMLGY
0,1,0,0,1,1,1,0,0,1,0,1,0,1,88.8,88.8,1,1,0,0,0,0,1,0,0.1,1,3,88.8,0,1,0,1,1,88.8,0.799,-0.968,-0.967,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6449009,1,,3068-OMWZA
0,0,1,0,46,1,1,0,1,1,0,1,0,1,94.65,4312.5,0,1,0,1,0,0,1,0,3.8,1,4,4353.9,1,12,0,1,1,4353.9,0.993,0.896,0.916,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.39885813,0,,2927-QRRQV
0,0,0,0,30,1,0,0,0,0,0,1,1,1,90.25,2755.35,1,1,0,0,0,0,1,0,2.5,1,2,2707.5,1,1,0,1,1,2707.5,0.847,0.209,0.189,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.26482835,0,,6032-KRXXO
1,0,0,0,15,1,1,1,0,0,0,0,1,1,64.65,994.55,1,0,0,0,0,0,0,0,1.2,1,3,969.75,0,1,0,0,0,969.75,-0.004,-0.568,-0.578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.15359952,0,,7459-RRWQZ
0,0,1,1,69,1,1,0,1,1,0,1,0,0,95.75,6511.25,0,1,0,1,0,1,0,0,5.8,1,4,6606.75,1,12,1,0,1,6606.75,1.03,1.867,1.911,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.2589109,0,,6265-SXWBU
0,0,0,0,65,1,0,0,0,0,0,0,0,1,19.55,1218.65,0,0,1,0,1,1,0,0,5.4,0,0,1270.75,0,24,1,0,0,1270.75,-1.503,-0.469,-0.445,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.01241548,0,,7941-RCJOW
0,1,1,1,72,1,0,1,0,1,1,1,1,1,104.1,7447.7,0,1,0,0,1,1,0,0,6,1,5,7495.2,1,24,1,0,1,7495.2,1.307,2.28,2.303,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.21559066,0,,6374-NTQLP
0,1,1,0,13,1,0,0,1,0,1,0,1,1,89.05,1169.35,1,1,0,0,0,0,0,0,1.1,1,3,1157.65,0,1,0,0,1,1157.65,0.807,-0.491,-0.495,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.18014422,0,,4154-AQUGT
0,0,0,0,17,1,0,0,0,0,0,0,0,1,20.1,279.5,0,0,1,1,0,0,0,1,1.4,0,0,341.7,0,12,0,0,0,341.7,-1.484,-0.884,-0.856,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.054180622,0,,2387-KDZQY
0,0,1,0,51,1,1,1,0,1,1,1,1,1,111.55,5720.35,0,1,0,1,0,0,1,0,4.2,1,6,5689.05,1,12,0,1,1,5689.05,1.555,1.518,1.505,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.39513883,0,,3584-WKTTW
0,0,1,1,51,1,0,1,1,0,1,0,0,0,60.5,3121.45,0,0,0,0,1,1,0,0,4.2,1,3,3085.5,0,24,1,0,0,3085.5,-0.142,0.371,0.356,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.03439161,0,,3399-BMLVW
1,0,1,0,72,1,1,1,1,1,1,1,1,1,90.95,6468.6,0,0,0,0,1,0,0,0,6,1,7,6548.4,1,24,0,0,0,6548.4,0.87,1.848,1.885,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.29916006,0,,1971-DTCZB
0,0,1,1,67,1,1,0,1,1,0,0,0,0,87.4,5918.8,1,1,0,1,0,0,1,0,5.6,1,3,5855.8,0,12,0,1,1,5855.8,0.752,1.605,1.579,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.44416788,0,,3092-IGHWF
0,0,0,0,34,1,0,0,0,0,0,0,0,0,19.7,675.6,0,0,1,0,0,0,0,1,2.8,0,0,669.8,0,1,0,0,0,669.8,-1.498,-0.709,-0.711,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.05539903,0,,3374-PZLXD
0,0,1,0,67,0,0,1,1,0,1,0,1,1,50.95,3521.7,0,0,0,0,1,0,0,0,5.6,1,4,3413.65,0,24,0,0,0,3413.65,-0.459,0.547,0.501,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.046611905,0,,3813-DHBBB
1,0,1,0,49,1,0,0,0,0,0,0,0,1,20.05,923.1,0,0,1,1,0,0,0,0,4.1,0,0,982.45,0,12,0,0,0,982.45,-1.486,-0.6,-0.573,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.040112395,0,,2812-REYAT
0,0,1,1,53,1,0,0,0,0,0,0,0,1,19.4,1110.35,0,0,1,0,1,0,0,1,4.4,0,0,1028.2,0,24,0,0,0,1028.2,-1.508,-0.517,-0.553,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.03286306,0,,6518-PPLMZ
0,0,0,0,27,1,1,0,0,1,1,0,0,0,59.45,1611.65,0,0,0,0,0,0,1,0,2.2,1,3,1605.15,0,1,0,1,0,1605.15,-0.177,-0.296,-0.298,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.10447759,0,,4939-KYYPY
1,1,0,0,23,1,0,0,1,0,0,1,1,1,94.75,2293.6,1,1,0,0,0,0,1,0,1.9,1,3,2179.25,1,1,0,1,1,2179.25,0.997,0.005,-0.044,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.31452757,0,,8017-LXHFA
0,0,0,0,69,1,1,1,1,1,1,0,1,1,81.5,5553.25,0,0,0,0,1,1,0,0,5.8,1,6,5623.5,0,24,1,0,0,5623.5,0.556,1.444,1.477,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.091824554,0,,5930-GBIWP
1,0,1,1,2,0,0,0,0,0,1,0,0,0,29.05,44.75,0,0,0,0,0,0,0,0,0.2,1,1,58.1,0,1,0,0,0,58.1,-1.187,-0.988,-0.981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.11348115,0,,6022-KOUQO
